row_number,inning,half,pitcher,batter,ball_count,strike_count,pitch,result,outs,runner_1B,runner_2B,runner_3B,score,away_score,home_score,pitcher_pitch_count,gameid,game_date,pitcher_throw,batter_hit,batter_height,batter_position,Extension (ft),Pitch Time,Release Speed (mph),Spin Rate (rpm),Tilt,Induced Virtual Break (in),Horizontal Break (in),Vertical Approach Angle,Horizontal Approach Angle,Location Side (ft),Location Height (ft),Release Height (ft),Release Side (ft),Pitch Type,PitchType_Color,Handedness,Hit Type,Exit Velocity (mph),Launch Angle (°),Batter Name,Hit Time,Direction (°),Bearing (°),Distance (ft)
148,4,Bottom,Noah Skirrow,Jalen Miller,0,0,Called Strike,,1,TRUE,FALSE,TRUE,0-1,0,1,77,624479,,R,R,Jun-00,2B,5.92,5/1/2025 23:47,92.19,2408,1:15,16.61,11.38,-5.86,-1.34,0.28,1.87,5.81,2.47,Four-Seam,"hsla(0, 0%, 58%, 1)",R,GroundBall,90.65,–16.81,Tomo Otosaka,5/1/2025 19:46,42.25,31.37,8.18
149,4,Bottom,Noah Skirrow,Jalen Miller,0,1,Swinging Strike,,1,TRUE,FALSE,TRUE,0-1,0,1,78,624479,,R,R,Jun-00,2B,5.62,5/1/2025 23:47,85.57,2530,12:15,4.87,0.53,-8.44,-3.2,-0.38,0.78,5.8,2.65,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
150,4,Bottom,Noah Skirrow,Jalen Miller,0,2,Swinging Strike,strike out,1,TRUE,FALSE,TRUE,0-1,0,1,79,624479,,R,R,Jun-00,2B,5.48,5/1/2025 23:48,84.4,2552,11:45,4.5,-0.6,-7.67,-4.34,-1.57,1.6,5.78,2.44,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
151,4,Bottom,Noah Skirrow,Frankie Tostado,0,0,Ball,,2,TRUE,FALSE,TRUE,0-1,0,1,80,624479,,R,L,2-Jun,1B,5.75,5/1/2025 23:48,92.17,2425,1:00,17.49,10.47,-4.3,0.59,2.07,3.42,5.94,2.39,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
152,4,Bottom,Noah Skirrow,Frankie Tostado,1,0,Ball,,2,TRUE,FALSE,TRUE,0-1,0,1,81,624479,,R,L,2-Jun,1B,5.64,5/1/2025 23:48,87.24,2440,12:30,7,1.57,-6.55,-0.98,1.66,2.38,5.86,2.71,Slider,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
153,4,Bottom,Noah Skirrow,Frankie Tostado,2,0,,fly out to right field,2,TRUE,FALSE,TRUE,0-1,0,1,82,624479,,R,L,2-Jun,1B,5.25,5/1/2025 23:49,80.62,2570,8:45,0.28,-7.17,-7.27,-3.17,0.44,2.75,5.75,2.82,Slider,"hsla(0, 0%, 58%, 1)",L,FlyBall,96.65,43.17,Frankie Tostado,5/1/2025 19:49,15.36,13.83,278.07
185,5,Bottom,Christian Scafidi,Alerick Soularie,0,0,,P4,0,FALSE,FALSE,FALSE,1-Jan,1,1,1,624479,,R,R,Jun-00,OF,5.37,5/2/2025 0:15,80.83,2294,7:45,0.94,-0.55,-10.22,-2.11,-0.78,0.41,6.33,1.15,Slider,"hsla(0, 0%, 58%, 1)",,Popup,85.68,60.68,Alerick Soularie,5/1/2025 20:10,7.92,6.44,144.61
186,5,Bottom,Christian Scafidi,Osvaldo Tovalin,0,0,Called Strike,,1,FALSE,FALSE,FALSE,1-Jan,1,1,2,624479,,R,L,2-Jun,IF,5.41,5/2/2025 0:15,82.62,2493,10:15,4.5,-3.48,-7.6,-2.79,-1,2.58,6.33,1.33,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
187,5,Bottom,Christian Scafidi,Osvaldo Tovalin,0,1,Swinging Strike,,1,FALSE,FALSE,FALSE,1-Jan,1,1,3,624479,,R,L,2-Jun,IF,5.25,5/2/2025 0:11,83.79,2414,10:15,2.97,-2.05,-6.73,-1.6,-0.22,3.33,6.36,1.11,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
188,5,Bottom,Christian Scafidi,Osvaldo Tovalin,0,2,Ball,,1,FALSE,FALSE,FALSE,1-Jan,1,1,4,624479,,R,L,2-Jun,IF,5.36,5/2/2025 0:13,82.16,2326,7:45,0.03,-1.75,-5.89,-1.54,-0.05,4.61,6.39,1.25,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
189,5,Bottom,Christian Scafidi,Osvaldo Tovalin,1,2,Foul,,1,FALSE,FALSE,FALSE,1-Jan,1,1,5,624479,,R,L,2-Jun,IF,5.44,5/2/2025 0:18,79.7,2343,11:30,4.82,-0.84,-6.7,-1.19,0.15,3.69,6.4,1.19,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
190,5,Bottom,Christian Scafidi,Osvaldo Tovalin,1,2,Ball,,1,FALSE,FALSE,FALSE,1-Jan,1,1,6,624479,,R,L,2-Jun,IF,5.23,5/2/2025 0:11,84.18,2403,11:15,4.51,-1.34,-8.29,-1.78,-0.5,1.73,6.41,1.06,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
191,5,Bottom,Christian Scafidi,Osvaldo Tovalin,2,2,,fly out,1,FALSE,FALSE,FALSE,1-Jan,1,1,7,624479,,R,L,2-Jun,IF,5.54,5/2/2025 0:17,78.82,2317,1:15,3.39,1.7,-10.34,-1.54,-0.6,0.37,6.43,0.98,Slider,"hsla(0, 0%, 58%, 1)",,GroundBall,61.5,–64.46,Osvaldo Tovalin,5/1/2025 20:12,52.23,31.67,1.55
192,5,Bottom,Christian Scafidi,Justin Connell,0,0,Ball,,2,FALSE,FALSE,FALSE,1-Jan,1,1,8,624479,,R,R,2-Jun,OF,5.96,5/2/2025 0:16,91.16,2494,12:45,20.52,7.36,-5.56,-1.13,-0.6,2.52,6.43,1.05,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
193,5,Bottom,Christian Scafidi,Justin Connell,1,0,Called Strike,,2,FALSE,FALSE,FALSE,1-Jan,1,1,9,624479,,R,R,2-Jun,OF,5.98,5/2/2025 0:14,90.21,2475,12:30,19.53,5.51,-6.76,-0.67,0.06,1.54,6.44,1.13,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
194,5,Bottom,Christian Scafidi,Justin Connell,1,1,,single,2,FALSE,FALSE,FALSE,1-Jan,1,1,10,624479,,R,R,2-Jun,OF,5.38,5/2/2025 0:17,80.65,2371,12:45,5.4,1.69,-6.38,-0.45,0.48,3.86,6.45,1.05,Slider,"hsla(0, 0%, 58%, 1)",,FlyBall,95.05,53.53,Justin Connell,5/1/2025 20:13,–5.57,–12.92,228.16
196,5,Bottom,Christian Scafidi,Jairus Richards,0,0,Called Strike,,2,FALSE,TRUE,FALSE,1-Jan,1,1,12,624479,,R,L,Jun-00,OF,5.29,5/2/2025 0:19,80.26,2420,9:15,1.9,-3.11,-9.75,-2.17,-0.6,1.05,6.45,1.18,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
197,5,Bottom,Christian Scafidi,Jairus Richards,0,1,Ball,,2,FALSE,TRUE,FALSE,1-Jan,1,1,13,624479,,R,L,Jun-00,OF,5.55,5/2/2025 0:13,81.03,2415,8:45,1.02,-4.31,-7.56,-2.18,-0.52,3.13,6.47,1.16,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
198,5,Bottom,Christian Scafidi,Jairus Richards,1,1,Ball,,2,FALSE,TRUE,FALSE,1-Jan,1,1,14,624479,,R,L,Jun-00,OF,5.93,5/2/2025 0:11,92.4,2589,12:15,18.36,2.5,-7.13,-0.19,0.63,1.21,6.48,1.01,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
199,5,Bottom,Christian Scafidi,Jairus Richards,2,1,Swinging Strike,,2,FALSE,TRUE,FALSE,1-Jan,1,1,15,624479,,R,L,Jun-00,OF,5.12,5/2/2025 0:11,85.89,2541,12:15,5.3,0.34,-8.17,-1.62,-0.52,1.67,6.48,1.03,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
200,5,Bottom,Christian Scafidi,Jairus Richards,2,2,,single,2,FALSE,TRUE,FALSE,1-Jan,1,1,16,624479,,R,L,Jun-00,OF,5.89,5/2/2025 0:15,91.11,2482,12:15,20.26,1.52,-4.6,-0.35,0.6,3.49,6.48,1.05,Four-Seam,"hsla(0, 0%, 58%, 1)",,GroundBall,62.89,–81.95,Jairus Richards,5/1/2025 20:16,–67.14,38.48,0.5
201,5,Bottom,Christian Scafidi,William Simoneit,0,0,Ball,,2,TRUE,FALSE,TRUE,1-Jan,1,1,17,624479,,R,R,3-Jun,C,5.23,5/2/2025 0:12,77.61,2254,5:45,-6.53,0.75,-7.79,0.39,1.43,3.84,6.48,1.12,Curveball,"hsla(0, 0%, 58%, 1)",,,,,,,,,
202,5,Bottom,Christian Scafidi,William Simoneit,1,0,Ball,,2,TRUE,FALSE,TRUE,1-Jan,1,1,18,624479,,R,R,3-Jun,C,5.28,5/2/2025 0:10,82.15,2399,10:30,3.86,-2.75,-7.76,-1.8,-0.67,2.59,6.49,0.79,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
203,5,Bottom,Christian Scafidi,William Simoneit,2,0,Foul,,2,TRUE,FALSE,TRUE,1-Jan,1,1,19,624479,,R,R,3-Jun,C,5.81,5/2/2025 0:18,86.73,2420,12:00,18.01,-0.41,-6.23,-0.01,0.95,2.52,6.49,0.92,Cutter,"hsla(0, 0%, 58%, 1)",,,,,,,,,
204,5,Bottom,Christian Scafidi,William Simoneit,2,1,Called Strike,,2,TRUE,FALSE,TRUE,1-Jan,1,1,20,624479,,R,R,3-Jun,C,5.98,5/2/2025 0:12,91.44,2552,12:00,20.01,1.05,-6.32,-1.01,-0.12,1.87,6.5,0.9,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
205,5,Bottom,Christian Scafidi,William Simoneit,2,2,Ball,,2,TRUE,FALSE,TRUE,1-Jan,1,1,21,624479,,R,R,3-Jun,C,5.93,5/2/2025 0:13,90.06,2457,12:15,19.69,2.74,-4.9,-0.68,0.16,3.34,6.5,1.02,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
206,5,Bottom,Christian Scafidi,William Simoneit,3,2,Foul,,2,TRUE,FALSE,TRUE,1-Jan,1,1,22,624479,,R,R,3-Jun,C,5.96,5/2/2025 0:18,89.05,2449,12:30,22.11,5.54,-5.55,0.71,1.44,2.66,6.53,1.24,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
207,5,Bottom,Christian Scafidi,William Simoneit,3,2,,fly out,2,TRUE,FALSE,TRUE,1-Jan,1,1,23,624479,,R,R,3-Jun,C,5.84,5/2/2025 0:17,88.39,2408,12:30,20.06,6.39,-6.29,0.48,0.83,2.19,6.56,0.92,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
238,6,Bottom,Jackson Rees,Jeffrey Wehler,0,0,Foul,,0,FALSE,FALSE,FALSE,1-Jan,1,1,1,624479,,R,R,Jun-00,IF,5.26,5/2/2025 0:43,80.01,3064,8:00,-9.86,-17.57,-8.07,-0.91,1.91,3.38,6.13,1.29,Curveball,"hsla(0, 0%, 58%, 1)",,,,,,,,,
239,6,Bottom,Jackson Rees,Jeffrey Wehler,0,1,,triple,0,FALSE,FALSE,FALSE,1-Jan,1,1,2,624479,,R,R,Jun-00,IF,5.11,5/2/2025 0:42,83.13,2824,9:00,2.37,-13.82,-5.98,-0.72,1.86,4.19,6.29,1.38,Slider,"hsla(0, 0%, 58%, 1)",,FlyBall,103.84,25.33,Jeffrey Wehler,5/1/2025 20:38,10.11,20.68,356.09
240,6,Bottom,Jackson Rees,Tomo Otosaka,0,0,Ball,,0,FALSE,FALSE,TRUE,1-Jan,1,1,3,624479,,R,L,11-May,OF,5.62,5/2/2025 0:38,94.81,2430,1:45,10.28,11.57,-6.06,0.49,0.75,2.58,6.33,1.26,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
241,6,Bottom,Jackson Rees,Tomo Otosaka,1,0,Ball,,0,FALSE,FALSE,TRUE,1-Jan,1,1,4,624479,,R,L,11-May,OF,4.98,5/2/2025 0:39,83.88,2662,8:45,-2.04,-16.48,-7.99,-1.62,1.27,2.53,6.34,1.42,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
242,6,Bottom,Jackson Rees,Tomo Otosaka,2,0,,double,0,FALSE,FALSE,TRUE,1-Jan,1,1,5,624479,,R,L,11-May,OF,5.25,5/2/2025 0:41,93.49,2324,2:00,10.83,19.96,-6.66,1.65,1.21,2.06,6.38,1.32,Sinker,"hsla(0, 0%, 58%, 1)",,FlyBall,89.17,42.09,Tomo Otosaka,5/1/2025 20:40,–15.25,–27.27,297.3
243,6,Bottom,Jackson Rees,Jalen Miller,0,0,,fly out,0,FALSE,TRUE,FALSE,1-Jan,1,1,6,624479,,R,R,Jun-00,2B,5.61,5/2/2025 0:38,86.9,2412,8:45,0.49,-3.57,-8.37,-1.28,0.07,1.84,6.43,0.97,Slider,"hsla(0, 0%, 58%, 1)",,GroundBall,56.8,–5.04,Jalen Miller,5/1/2025 20:41,–8.43,–10.41,21.27
244,6,Bottom,Jackson Rees,Frankie Tostado,0,0,Ball,,1,FALSE,TRUE,FALSE,1-Jan,1,1,7,624479,,R,L,2-Jun,1B,5.53,5/2/2025 0:39,94.2,2293,2:30,4.48,17.23,-8.15,2.64,1.92,1.21,6.46,0.9,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
245,6,Bottom,Jackson Rees,Frankie Tostado,1,0,Foul,,1,FALSE,TRUE,FALSE,1-Jan,1,1,8,624479,,R,L,2-Jun,1B,5.59,5/2/2025 0:43,95.74,2461,2:30,6.21,21.19,-7.09,2,0.94,2.09,6.47,0.84,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
246,6,Bottom,Jackson Rees,Frankie Tostado,1,1,Ball,,1,FALSE,TRUE,FALSE,1-Jan,1,1,9,624479,,R,L,2-Jun,1B,5.5,5/2/2025 0:41,94.67,2442,2:30,5.39,14.6,-6.17,1.16,0.85,2.97,6.47,0.98,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
247,6,Bottom,Jackson Rees,Frankie Tostado,2,1,,fly out,1,FALSE,FALSE,TRUE,1-Jan,1,1,10,624479,,R,L,2-Jun,1B,5.62,5/2/2025 0:42,95.6,2437,2:30,6.37,19.42,-6.21,1.93,0.87,2.93,6.49,0.7,Sinker,"hsla(0, 0%, 58%, 1)",,GroundBall,98.34,–44.49,Frankie Tostado,5/1/2025 20:42,–6.11,–7.85,28.82
248,6,Bottom,Jackson Rees,Alerick Soularie,0,0,Called Strike,,2,FALSE,FALSE,TRUE,1-Jan,1,1,11,624479,,R,R,Jun-00,OF,5.62,5/2/2025 0:40,95.15,2390,1:45,9.98,11.22,-5.87,0.11,-0.02,2.85,6.49,0.81,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
249,6,Bottom,Jackson Rees,Alerick Soularie,0,1,Foul,,2,FALSE,FALSE,TRUE,1-Jan,1,1,12,624479,,R,R,Jun-00,OF,5.51,5/2/2025 0:42,94.17,2375,2:30,6.75,19.49,-7.73,2,1.17,1.55,6.56,0.94,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
250,6,Bottom,Jackson Rees,Alerick Soularie,0,2,Ball,,2,FALSE,FALSE,TRUE,1-Jan,1,1,13,624479,,R,R,Jun-00,OF,5.53,5/2/2025 0:43,95.81,2422,2:15,8.56,19.22,-7.41,1.68,0.56,1.67,6.57,0.6,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
251,6,Bottom,Jackson Rees,Alerick Soularie,1,2,,L6,2,FALSE,FALSE,TRUE,1-Jan,1,1,14,624479,,R,R,Jun-00,OF,5.63,5/2/2025 0:44,96.18,2452,2:00,10.84,19.01,-6.61,1.71,0.67,2.24,6.62,0.65,Sinker,"hsla(0, 0%, 58%, 1)",,Popup,55.1,31.51,Alerick Soularie,5/1/2025 20:44,–9.77,–8.39,165.58
290,7,Bottom,Michael McAvene,Osvaldo Tovalin,0,0,Ball,,0,FALSE,FALSE,FALSE,1-Jan,1,1,1,624479,,R,L,2-Jun,IF,5.11,5/2/2025 1:44,85.05,2766,9:00,1.15,-2.64,-7.7,-2.19,-0.19,1.72,5.57,1.65,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
291,7,Bottom,Michael McAvene,Osvaldo Tovalin,1,0,Called Strike,,0,FALSE,FALSE,FALSE,1-Jan,1,1,2,624479,,R,L,2-Jun,IF,5.3,5/2/2025 1:20,85.55,2616,9:15,2.35,-7.77,-9.36,-2.57,-0.2,0.12,5.62,1.56,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
292,7,Bottom,Michael McAvene,Osvaldo Tovalin,1,1,Foul,,0,FALSE,FALSE,FALSE,1-Jan,1,1,3,624479,,R,L,2-Jun,IF,5.22,5/2/2025 1:14,84.89,2740,9:45,7.22,-13.37,-6.6,-2.21,0.81,2.36,5.62,1.77,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
293,7,Bottom,Michael McAvene,Osvaldo Tovalin,1,2,,double,0,FALSE,FALSE,FALSE,1-Jan,1,1,4,624479,,R,L,2-Jun,IF,6.19,5/2/2025 1:49,91.57,2429,12:45,9.72,3.12,-6.96,-2.32,-0.99,1.33,5.63,1.42,Four-Seam,"hsla(0, 0%, 58%, 1)",,LineDrive,91.54,34.27,Osvaldo Tovalin,5/1/2025 21:14,–19.67,–33.11,318.07
294,7,Bottom,Michael McAvene,Justin Connell,0,0,Called Strike,,0,FALSE,TRUE,FALSE,1-Jan,1,1,5,624479,,R,R,2-Jun,OF,6.24,5/2/2025 1:51,92.51,2435,12:45,11.39,4.35,-8.15,-2.69,-1.52,0.03,5.66,1.32,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
295,7,Bottom,Michael McAvene,Justin Connell,0,1,Foul,,0,FALSE,TRUE,FALSE,1-Jan,1,1,6,624479,,R,R,2-Jun,OF,6.19,5/2/2025 1:18,91.61,2344,1:30,5.08,4.47,-8.01,-2.05,-0.92,0.7,5.66,1.35,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
296,7,Bottom,Michael McAvene,Justin Connell,0,2,,fly out,0,FALSE,TRUE,TRUE,1-Jan,1,1,7,624479,,R,R,2-Jun,OF,5.17,5/2/2025 1:44,84.85,2857,9:15,3,-14.09,-7.78,-4.12,-1.21,1.61,5.66,1.5,Slider,"hsla(0, 0%, 58%, 1)",,GroundBall,75.95,–27.24,Justin Connell,5/1/2025 21:17,4.7,7.17,4.03
297,7,Bottom,Michael McAvene,Jairus Richards,0,0,Called Strike,,1,FALSE,TRUE,TRUE,1-Jan,1,1,8,624479,,R,L,Jun-00,OF,5.03,5/2/2025 1:45,84.95,2784,9:00,1.39,-10.84,-7.08,-3.46,-0.77,2.37,5.67,1.59,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
298,7,Bottom,Michael McAvene,Jairus Richards,0,1,Ball,,1,FALSE,TRUE,TRUE,1-Jan,1,1,9,624479,,R,L,Jun-00,OF,5.95,5/2/2025 1:32,92.16,2365,12:45,12.8,4.78,-5.35,-1.39,-0.4,2.54,5.69,1.29,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
299,7,Bottom,Michael McAvene,Jairus Richards,1,1,Called Strike,,1,FALSE,TRUE,TRUE,1-Jan,1,1,10,624479,,R,L,Jun-00,OF,5.99,5/2/2025 1:54,93.19,2471,1:00,14.78,8.56,-6.46,-0.63,0,1.29,5.69,1.3,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
300,7,Bottom,Michael McAvene,Jairus Richards,1,2,Swinging Strike,strike out,1,FALSE,TRUE,TRUE,1-Jan,1,1,11,624479,,R,L,Jun-00,OF,6.11,5/2/2025 1:46,91.67,2388,12:15,13.18,1.38,-6.73,-1.77,-0.31,1.24,5.69,1.45,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
301,7,Bottom,Michael McAvene,William Simoneit,0,0,Called Strike,,2,FALSE,TRUE,TRUE,1-Jan,1,1,12,624479,,R,R,3-Jun,C,5.64,5/2/2025 1:49,92.48,2217,1:30,14.87,12.98,-4.97,-0.62,-0.4,2.82,5.7,1.26,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
302,7,Bottom,Michael McAvene,William Simoneit,0,1,Foul,,2,FALSE,TRUE,TRUE,1-Jan,1,1,13,624479,,R,R,3-Jun,C,5.92,5/2/2025 1:16,91.88,2340,1:00,8.6,4.91,-5.83,-0.17,0.91,2.46,5.7,1.48,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
303,7,Bottom,Michael McAvene,William Simoneit,0,2,Ball,,2,FALSE,TRUE,TRUE,1-Jan,1,1,14,624479,,R,R,3-Jun,C,5.84,5/2/2025 1:52,94.14,2495,1:00,20.39,10.14,-3.94,-1.63,-0.99,3.26,5.72,1.36,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
304,7,Bottom,Michael McAvene,William Simoneit,1,2,,fly out,2,FALSE,TRUE,TRUE,1-Jan,1,1,15,624479,,R,R,3-Jun,C,5.88,5/2/2025 1:31,91.17,2339,1:00,16.22,8.75,-3.66,0.7,1.23,3.95,5.73,1.31,Four-Seam,"hsla(0, 0%, 58%, 1)",,GroundBall,77.81,–24.35,Will Simoneit,5/1/2025 21:20,–11.69,0.83,6.6
318,8,Bottom,Michael McAvene,Jeffrey Wehler,0,0,Foul,,0,FALSE,FALSE,FALSE,1-Jan,1,1,16,624479,,R,R,Jun-00,IF,5.83,5/2/2025 1:13,92.56,2355,1:15,18.31,13.43,-7.08,-1.32,-1.21,0.53,5.74,1.14,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
319,8,Bottom,Michael McAvene,Jeffrey Wehler,0,1,Called Strike,,0,FALSE,FALSE,FALSE,1-Jan,1,1,17,624479,,R,R,Jun-00,IF,5.6,5/2/2025 1:20,94.18,2417,1:15,18.73,13.59,-4.05,-0.06,0.15,3.25,5.75,1.33,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
320,8,Bottom,Michael McAvene,Jeffrey Wehler,0,2,Ball,,0,FALSE,FALSE,FALSE,1-Jan,1,1,18,624479,,R,R,Jun-00,IF,5.33,5/2/2025 1:53,92.9,2347,1:30,17.27,15.82,-4.78,2.13,2.12,2.86,5.75,1.44,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
321,8,Bottom,Michael McAvene,Jeffrey Wehler,1,2,Swinging Strike,strike out,0,FALSE,FALSE,FALSE,1-Jan,1,1,19,624479,,R,R,Jun-00,IF,5.63,5/2/2025 1:46,93.14,2265,1:15,18.24,13.32,-4.72,0.49,0.81,2.7,5.75,1.46,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
322,8,Bottom,Michael McAvene,Tomo Otosaka,0,0,Ball,,1,FALSE,FALSE,FALSE,1-Jan,1,1,20,624479,,R,L,11-May,OF,5.56,5/2/2025 1:50,92.31,2305,1:00,19.43,10.28,-3.66,-1.12,-0.76,3.72,5.76,1.15,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
323,8,Bottom,Michael McAvene,Tomo Otosaka,1,0,,P6,1,FALSE,FALSE,FALSE,1-Jan,1,1,21,624479,,R,L,11-May,OF,5.84,5/2/2025 1:17,93.22,2437,12:45,6.7,2.67,-6.9,-1.45,-0.25,1.58,5.76,1.32,Four-Seam,"hsla(0, 0%, 58%, 1)",,Popup,85.35,61.55,Tomo Otosaka,5/1/2025 21:32,–4.53,–23.60,166.36
324,8,Bottom,Michael McAvene,Jalen Miller,0,0,,fly out to left field,2,FALSE,FALSE,FALSE,1-Jan,1,1,22,624479,,R,R,Jun-00,2B,5.9,5/2/2025 1:19,93.04,2368,1:45,7.17,8.38,-4.96,-0.79,0.02,3.41,5.76,1.45,Sinker,"hsla(0, 0%, 58%, 1)",,FlyBall,77.11,38.65,Jalen Miller,5/1/2025 21:32,–36.11,–41.85,274.61
343,9,Bottom,Phillip Diehl,Frankie Tostado,0,0,Foul,,0,FALSE,FALSE,FALSE,1-Jan,1,1,1,624479,,L,L,2-Jun,1B,5.68,5/2/2025 1:31,93.93,2406,1:15,18.85,12.77,-5.03,-1.16,-0.96,2.38,5.77,1.19,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
344,9,Bottom,Phillip Diehl,Frankie Tostado,0,1,Ball,,0,FALSE,FALSE,FALSE,1-Jan,1,1,2,624479,,L,L,2-Jun,1B,5.36,5/2/2025 1:13,93.01,2124,1:30,18.11,15.34,-5.46,-0.79,-0.74,2.08,5.77,1.27,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
345,9,Bottom,Phillip Diehl,Frankie Tostado,1,1,,double,0,FALSE,FALSE,FALSE,1-Jan,1,1,3,624479,,L,L,2-Jun,1B,5.66,5/2/2025 1:48,90.08,2265,1:00,20.87,10.21,-3.24,1.53,1.86,4.16,5.77,1.28,Four-Seam,"hsla(0, 0%, 58%, 1)",,LineDrive,103.91,17.28,Frankie Tostado,5/1/2025 21:45,33.6,41.09,246.02
346,9,Bottom,Phillip Diehl,Alerick Soularie,0,0,Ball,,0,FALSE,TRUE,FALSE,1-Jan,1,1,4,624479,,L,R,Jun-00,OF,5.66,5/2/2025 1:30,92.55,2312,1:15,17.73,12.52,-5.02,0.04,0.29,2.58,5.77,1.29,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
347,9,Bottom,Phillip Diehl,Alerick Soularie,1,0,Ball,,0,FALSE,TRUE,FALSE,1-Jan,1,1,5,624479,,L,R,Jun-00,OF,5.71,5/2/2025 1:32,93.13,2433,1:15,17.66,13.68,-4.56,-0.64,-0.56,2.94,5.79,1.18,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
348,9,Bottom,Phillip Diehl,Alerick Soularie,2,0,Ball,,0,FALSE,TRUE,FALSE,1-Jan,1,1,6,624479,,L,R,Jun-00,OF,5.6,5/2/2025 1:16,92.84,2431,1:30,18.5,15.36,-5.39,0.66,0.8,2.15,5.79,1.46,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
349,9,Bottom,Phillip Diehl,Alerick Soularie,3,0,,single,0,FALSE,TRUE,FALSE,1-Jan,1,1,7,624479,,L,R,Jun-00,OF,5.74,5/2/2025 1:18,93.29,2415,1:00,18.07,11.22,-4.22,-1.13,-0.77,3.23,5.8,1.22,Four-Seam,"hsla(0, 0%, 58%, 1)",,LineDrive,104.85,7.1,Alerick Soularie,5/1/2025 21:47,–19.01,–24.34,186.93
350,9,Bottom,Phillip Diehl,Ryan Higgins,0,0,Ball,,0,TRUE,FALSE,TRUE,1-Jan,1,1,8,624479,,L,R,1-Jun,3B,5.61,5/2/2025 1:30,92.27,2357,1:15,19.21,12.33,-5.32,0.08,0.21,2.2,5.81,1.16,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
351,9,Bottom,Phillip Diehl,Ryan Higgins,1,0,Ball,,0,TRUE,FALSE,TRUE,1-Jan,1,1,9,624479,,L,R,1-Jun,3B,5.65,5/2/2025 1:19,93.7,2382,1:00,21.15,11.39,-3.37,-0.57,-0.24,3.76,5.81,1.24,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
