row_number,inning,half,pitcher,batter,ball_count,strike_count,pitch,result,outs,runner_1B,runner_2B,runner_3B,score,away_score,home_score,pitcher_pitch_count,gameid,game_date,pitcher_throw,batter_hit,batter_height,batter_position,Extension (ft),Pitch Time,Release Speed (mph),Spin Rate (rpm),Tilt,Induced Virtual Break (in),Horizontal Break (in),Vertical Approach Angle,Horizontal Approach Angle,Location Side (ft),Location Height (ft),Release Height (ft),Release Side (ft),Pitch Type,PitchType_Color,Handedness,Hit Type,Exit Velocity (mph),Launch Angle (°),Batter Name,Hit Time,Direction (°),Bearing (°),Distance (ft)
18,1,Bottom,Zach Plesac,Frankie Tostado,0,0,Foul,,1,TRUE,FALSE,FALSE,0-0,0,0,5,627986,,R,L,2-Jun,1B,5.71,5/4/2025 17:10,90.65,2145,1:00,19.65,9.67,-4.76,0.72,0.02,3.4,6.4,0.16,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
19,1,Bottom,Zach Plesac,Frankie Tostado,0,1,Ball,,1,TRUE,FALSE,FALSE,0-0,0,0,6,627986,,R,L,2-Jun,1B,5.24,5/4/2025 17:10,84.02,1853,2:30,6.95,18.07,-6.26,2.04,1.02,3.49,6.2,0.61,ChangeUp,"hsla(0, 0%, 58%, 1)",,,,,,,,,
21,1,Bottom,Zach Plesac,Frankie Tostado,1,1,Swinging Strike,,2,TRUE,FALSE,FALSE,0-0,0,0,8,627986,,R,L,2-Jun,1B,5.46,5/4/2025 17:11,82.78,2031,2:45,3.83,18.63,-8.47,1.02,-0.03,1.75,6.26,0.57,ChangeUp,"hsla(0, 0%, 58%, 1)",,,,,,,,,
22,1,Bottom,Zach Plesac,Frankie Tostado,1,2,Ball,,2,TRUE,FALSE,FALSE,0-0,0,0,9,627986,,R,L,2-Jun,1B,5.39,5/4/2025 17:11,91.98,2113,1:00,21.82,10.43,-3.1,0.94,0.1,4.82,6.45,0.09,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
23,1,Bottom,Zach Plesac,Frankie Tostado,2,2,Ball,,2,TRUE,FALSE,FALSE,0-0,0,0,10,627986,,R,L,2-Jun,1B,5.42,5/4/2025 17:11,76.94,2333,6:15,-11.7,-2.47,-11.58,-0.83,-0.53,0.75,6.42,0.04,Curveball,"hsla(0, 0%, 58%, 1)",,,,,,,,,
24,1,Bottom,Zach Plesac,Frankie Tostado,3,2,,Walk,2,TRUE,FALSE,FALSE,0-0,0,0,11,627986,,R,L,2-Jun,1B,5.6,5/4/2025 17:12,90.33,2077,12:45,20.11,7.84,-5.14,-1.02,-1.52,3.15,6.45,0.08,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
25,1,Bottom,Zach Plesac,Alerick Soularie,0,0,Called Strike,,2,TRUE,FALSE,FALSE,0-0,0,0,12,627986,,R,R,Jun-00,OF,5.74,5/4/2025 17:12,81.7,2224,11:45,6.14,-0.56,-6.87,0.11,0.32,3.18,6.38,0.18,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
26,1,Bottom,Zach Plesac,Alerick Soularie,0,1,Foul,,2,TRUE,FALSE,FALSE,0-0,0,0,13,627986,,R,R,Jun-00,OF,5.65,5/4/2025 17:12,88.86,2169,12:45,21.06,7.39,-5.88,0.24,-0.33,2.39,6.41,0.06,Four-Seam,"hsla(0, 0%, 58%, 1)",,,,,,,,,
27,1,Bottom,Zach Plesac,Alerick Soularie,0,2,Called Strike,strike out,2,TRUE,FALSE,FALSE,0-0,0,0,14,627986,,R,R,Jun-00,OF,5.66,5/4/2025 17:13,82.77,2395,11:45,3.36,-0.31,-7.93,0.06,0.35,2.29,6.35,0.26,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
42,2,Bottom,Zach Plesac,Justin Connell,0,0,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,15,627986,,R,R,2-Jun,OF,5.75,5/4/2025 17:23,82.87,2231,12:45,5.03,1.42,-5.88,0.11,0.37,4,6.31,0.39,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
43,2,Bottom,Zach Plesac,Justin Connell,1,0,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,16,627986,,R,R,2-Jun,OF,5.55,5/4/2025 17:23,90.76,2251,1:00,18.63,11.04,-4.36,1.18,0.58,3.79,6.37,0.4,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
44,2,Bottom,Zach Plesac,Justin Connell,2,0,Called Strike,,0,FALSE,FALSE,FALSE,0-0,0,0,17,627986,,R,R,2-Jun,OF,5.57,5/4/2025 17:24,90.85,2304,1:00,18.97,9.09,-5.23,0.19,-0.46,2.99,6.39,0.12,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
45,2,Bottom,Zach Plesac,Justin Connell,2,1,Ball,,0,FALSE,FALSE,FALSE,0-0,0,0,18,627986,,R,R,2-Jun,OF,5.68,5/4/2025 17:24,83.82,2306,11:15,5.52,-1.57,-5.99,-0.4,0.07,3.74,6.32,0.32,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
46,2,Bottom,Zach Plesac,Justin Connell,3,1,,Walk,0,FALSE,FALSE,FALSE,0-0,0,0,19,627986,,R,R,2-Jun,OF,5.75,5/4/2025 17:24,83.35,2219,11:45,6.1,-0.94,-5.59,0.22,0.64,4.11,6.34,0.36,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
47,2,Bottom,Zach Plesac,Michael Berglund,0,0,Foul,,0,TRUE,FALSE,FALSE,0-0,0,0,20,627986,,R,L,1-Jun,C,5.63,5/4/2025 17:25,90,2202,12:45,21.77,8.7,-4.64,0.27,-0.17,3.37,6.39,0.3,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
48,2,Bottom,Zach Plesac,Michael Berglund,0,1,Ball,,0,TRUE,FALSE,FALSE,0-0,0,0,21,627986,,R,L,1-Jun,C,5.72,5/4/2025 17:25,89.99,2159,1:00,20.96,10.91,-6.43,-0.76,-1.39,1.74,6.33,0.23,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
49,2,Bottom,Zach Plesac,Michael Berglund,1,1,Ball,,0,TRUE,FALSE,FALSE,0-0,0,0,22,627986,,R,L,1-Jun,C,5.28,5/4/2025 17:26,83.51,1790,2:45,3.05,21.56,-7.31,2.66,1.39,2.7,6.09,0.69,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
50,2,Bottom,Zach Plesac,Michael Berglund,2,1,Foul,,0,TRUE,FALSE,FALSE,0-0,0,0,23,627986,,R,L,1-Jun,C,5.43,5/4/2025 17:27,84.2,1989,2:00,10.95,17.88,-5.81,0.89,0.13,3.26,6.11,0.78,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
51,2,Bottom,Zach Plesac,Michael Berglund,2,2,Ball,,0,TRUE,FALSE,FALSE,0-0,0,0,24,627986,,R,L,1-Jun,C,5.32,5/4/2025 17:27,83.01,1850,2:00,9.13,13.69,-6.03,1.2,0.8,3.34,6.09,0.82,ChangeUp,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
52,2,Bottom,Zach Plesac,Michael Berglund,3,2,,Walk,0,TRUE,FALSE,FALSE,0-0,0,0,25,627986,,R,L,1-Jun,C,5.62,5/4/2025 17:27,88.94,2005,1:15,18.77,12.65,-4.42,2.67,1.49,3.91,6.45,0.06,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
53,2,Bottom,Zach Plesac,Jeffrey Wehler,0,0,Ball,,0,TRUE,TRUE,FALSE,0-0,0,0,26,627986,,R,R,Jun-00,IF,5.76,5/4/2025 17:28,83.1,2113,12:00,6.04,-0.18,-5.75,-0.64,-0.22,4,6.31,0.36,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
54,2,Bottom,Zach Plesac,Jeffrey Wehler,1,0,Called Strike,,0,TRUE,TRUE,FALSE,0-0,0,0,27,627986,,R,R,Jun-00,IF,5.74,5/4/2025 17:28,82,1978,11:00,3.72,-1.39,-6.99,-0.74,-0.24,3.09,6.28,0.34,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
55,2,Bottom,Zach Plesac,Jeffrey Wehler,1,1,Ball,,0,TRUE,TRUE,FALSE,0-0,0,0,28,627986,,R,R,Jun-00,IF,5.84,5/4/2025 17:29,83.39,2043,12:30,4.38,0.67,-8.61,-1.8,-1.43,1.43,6.32,0.29,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
56,2,Bottom,Zach Plesac,Jeffrey Wehler,2,1,Foul,,0,TRUE,TRUE,FALSE,0-0,0,0,29,627986,,R,R,Jun-00,IF,5.81,5/4/2025 17:29,91.46,2037,1:00,17.88,9.12,-6.06,0.23,-0.36,2.28,6.39,0.19,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
57,2,Bottom,Zach Plesac,Jeffrey Wehler,2,2,Ball,,0,TRUE,TRUE,FALSE,0-0,0,0,30,627986,,R,R,Jun-00,IF,5.37,5/4/2025 17:29,83.86,1867,2:15,8.16,14.56,-8.21,0.09,-0.56,1.34,6.08,0.57,ChangeUp,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
58,2,Bottom,Zach Plesac,Jeffrey Wehler,3,2,Swinging Strike,strike out,0,TRUE,TRUE,FALSE,0-0,0,0,31,627986,,R,R,Jun-00,IF,5.9,5/4/2025 17:30,83.99,2260,12:45,7.47,2.89,-8.37,0.46,0.45,1.37,6.32,0.27,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
59,2,Bottom,Zach Plesac,William Simoneit,0,0,Foul,,1,TRUE,TRUE,FALSE,0-0,0,0,32,627986,,R,R,3-Jun,C,5.61,5/4/2025 17:30,90.19,2065,1:00,19.7,10.42,-4.37,0.93,0.28,3.73,6.33,0.28,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
60,2,Bottom,Zach Plesac,William Simoneit,0,1,Ball,,1,TRUE,TRUE,FALSE,0-0,0,0,33,627986,,R,R,3-Jun,C,5.29,5/4/2025 17:31,84.02,1850,2:00,11.44,14.91,-7.81,-1.25,-1.64,1.45,6.1,0.77,ChangeUp,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
61,2,Bottom,Zach Plesac,William Simoneit,1,1,Swinging Strike,,1,TRUE,TRUE,FALSE,0-0,0,0,34,627986,,R,R,3-Jun,C,5.86,5/4/2025 17:31,84.41,2199,12:00,7.09,-0.07,-7.52,-1.38,-1.04,2.12,6.32,0.24,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
62,2,Bottom,Zach Plesac,William Simoneit,1,2,,home run,1,FALSE,FALSE,FALSE,0-1,0,1,35,627986,,R,R,3-Jun,C,5.49,5/4/2025 17:31,90.34,2110,1:00,19.51,9.88,-4.21,0.89,-0.02,3.96,6.42,-0.02,Four-Seam,"hsla(0, 0%, 58%, 1)",R,FlyBall,102.8,20.83,Will Simoneit,5/4/2025 13:31,–17.73,–23.11,361.48
63,2,Bottom,Zach Plesac,Ryan Higgins,0,0,Ball,,1,FALSE,FALSE,FALSE,0-1,0,1,36,627986,,R,R,1-Jun,3B,5.49,5/4/2025 17:32,91.34,2126,12:45,20.61,8.96,-4.49,0.56,-0.11,3.62,6.44,0.11,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
64,2,Bottom,Zach Plesac,Ryan Higgins,1,0,Ball,,1,FALSE,FALSE,FALSE,0-1,0,1,37,627986,,R,R,1-Jun,3B,5.1,5/4/2025 17:32,76.19,2204,6:15,-12.09,-1.49,-7.48,0.68,1.03,4.66,6.31,0.26,Curveball,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
65,2,Bottom,Zach Plesac,Ryan Higgins,2,0,Swinging Strike,,1,FALSE,FALSE,FALSE,0-1,0,1,38,627986,,R,R,1-Jun,3B,5.88,5/4/2025 17:33,85.3,2262,12:00,9.03,0.27,-8.17,-1.69,-1.12,1.23,6.26,0.47,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
66,2,Bottom,Zach Plesac,Ryan Higgins,2,1,Ball,,1,FALSE,FALSE,FALSE,0-1,0,1,39,627986,,R,R,1-Jun,3B,5.69,5/4/2025 17:33,83.59,2233,11:15,10.25,-3.45,-5.07,0.09,0.76,4.32,6.3,0.39,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
67,2,Bottom,Zach Plesac,Ryan Higgins,3,1,,Walk,1,FALSE,FALSE,FALSE,0-1,0,1,40,627986,,R,R,1-Jun,3B,5.53,5/4/2025 17:33,90.63,2164,12:45,19.77,7.41,-4.56,1.72,1.3,3.57,6.36,0.31,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
68,2,Bottom,Zach Plesac,Tomo Otosaka,0,0,Ball,,1,TRUE,FALSE,FALSE,0-1,0,1,41,627986,,R,L,11-May,OF,,,,,,,,,,,,,,,,,,,,,,,,
69,2,Bottom,Zach Plesac,Tomo Otosaka,1,0,Ball,,1,TRUE,FALSE,FALSE,0-1,0,1,42,627986,,R,L,11-May,OF,,,,,,,,,,,,,,,,,,,,,,,,
70,2,Bottom,Zach Plesac,Tomo Otosaka,2,0,Called Strike,,1,TRUE,FALSE,FALSE,0-1,0,1,43,627986,,R,L,11-May,OF,,,,,,,,,,,,,,,,,,,,,,,,
71,2,Bottom,Zach Plesac,Tomo Otosaka,2,1,Ball,,1,TRUE,FALSE,FALSE,0-1,0,1,44,627986,,R,L,11-May,OF,,,,,,,,,,,,,,,,,,,,,,,,
72,2,Bottom,Zach Plesac,Tomo Otosaka,3,1,Foul,,1,TRUE,FALSE,FALSE,0-1,0,1,45,627986,,R,L,11-May,OF,,,,,,,,,,,,,,,,,,,,,,,,
73,2,Bottom,Zach Plesac,Tomo Otosaka,3,2,,Walk,1,TRUE,FALSE,FALSE,0-1,0,1,46,627986,,R,L,11-May,OF,,,,,,,,,,,,,,,,,,,,,,,,
74,2,Bottom,Zach Plesac,Jalen Miller,0,0,Ball,,1,TRUE,TRUE,FALSE,0-1,0,1,47,627986,,R,R,Jun-00,2B,5.63,5/4/2025 17:37,84.07,2214,1:15,7.45,4.57,-4.29,0.34,0.36,5.16,6.32,0.43,Slider,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
75,2,Bottom,Zach Plesac,Jalen Miller,1,0,Called Strike,,1,TRUE,TRUE,FALSE,0-1,0,1,48,627986,,R,R,Jun-00,2B,5.69,5/4/2025 17:37,90.05,2179,1:00,17.32,10.07,-6.51,0.33,-0.36,1.81,6.31,0.18,Four-Seam,"hsla(0, 0%, 58%, 1)",R,,,,,,,,
76,2,Bottom,Zach Plesac,Jalen Miller,1,1,,L5,1,TRUE,TRUE,FALSE,0-1,0,1,49,627986,,R,R,Jun-00,2B,5.55,5/4/2025 17:37,89.44,2144,1:15,18.52,12.51,-5.38,1.95,0.97,2.92,6.36,0.19,Four-Seam,"hsla(0, 0%, 58%, 1)",R,LineDrive,67.54,12.9,Jalen Miller,5/4/2025 13:37,–38.30,–43.35,139.91
77,2,Bottom,Zach Plesac,Frankie Tostado,0,0,Swinging Strike,,2,TRUE,TRUE,FALSE,0-1,0,1,50,627986,,R,L,2-Jun,1B,5.38,5/4/2025 17:38,76.81,2430,7:00,-8.92,-6.27,-11.48,-2.03,-1.29,0.39,6.33,0.08,Curveball,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
78,2,Bottom,Zach Plesac,Frankie Tostado,0,1,Ball,,2,TRUE,TRUE,FALSE,0-1,0,1,51,627986,,R,L,2-Jun,1B,5.54,5/4/2025 17:38,90.06,2105,1:15,16.8,13.05,-3.49,1.86,0.85,4.79,6.34,0.19,Four-Seam,"hsla(0, 0%, 58%, 1)",L,,,,,,,,
79,2,Bottom,Zach Plesac,Frankie Tostado,1,1,,fly out to center field,2,TRUE,TRUE,FALSE,0-1,0,1,52,627986,,R,L,2-Jun,1B,5.47,5/4/2025 17:39,84.19,1401,2:30,5.38,18.37,-6.86,0.35,-0.6,2.83,6.08,0.61,ChangeUp,"hsla(0, 0%, 58%, 1)",L,FlyBall,93.82,44.49,Frankie Tostado,5/4/2025 13:39,24.89,19.29,293.64
97,3,Bottom,Brad Case,Alerick Soularie,0,0,Called Strike,,0,FALSE,FALSE,FALSE,0-1,0,1,1,627986,,R,R,Jun-00,OF,5.42,5/4/2025 17:51,89.04,2149,3:30,-2.79,16.08,-5.56,-1.49,0.09,2.09,3.89,2.82,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
98,3,Bottom,Brad Case,Alerick Soularie,0,1,Ball,,0,FALSE,FALSE,FALSE,0-1,0,1,2,627986,,R,R,Jun-00,OF,5.62,5/4/2025 17:51,86.52,2324,3:45,0.4,1.66,-5.27,-4.8,-1.75,2.45,4.06,2.88,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
99,3,Bottom,Brad Case,Alerick Soularie,1,1,,fly out,0,FALSE,FALSE,FALSE,0-1,0,1,3,627986,,R,R,Jun-00,OF,5.33,5/4/2025 17:51,88.74,2195,3:45,-5.51,15.41,-5.44,-1.22,0.44,2.44,3.85,2.86,Sinker,"hsla(0, 0%, 58%, 1)",,GroundBall,79.36,–56.10,Alerick Soularie,5/4/2025 13:51,–55.25,–27.82,3.89
100,3,Bottom,Brad Case,Justin Connell,0,0,Called Strike,,1,FALSE,FALSE,FALSE,0-1,0,1,4,627986,,R,R,2-Jun,OF,5.37,5/4/2025 17:52,88.78,2230,3:45,-4.24,15.12,-5.89,-1.44,0.36,1.86,3.81,2.97,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
101,3,Bottom,Brad Case,Justin Connell,0,1,Ball,,1,FALSE,FALSE,FALSE,0-1,0,1,5,627986,,R,R,2-Jun,OF,5.22,5/4/2025 17:52,80.38,2558,9:45,7.52,-13.79,-3.37,-4.64,-0.22,4.03,3.88,3.01,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
102,3,Bottom,Brad Case,Justin Connell,1,1,,single,1,FALSE,FALSE,FALSE,0-1,0,1,6,627986,,R,R,2-Jun,OF,5.46,5/4/2025 17:52,87.49,2124,3:45,-4.82,14.09,-4.89,-2.39,-0.49,2.88,3.78,2.92,Sinker,"hsla(0, 0%, 58%, 1)",,GroundBall,101.24,–17.84,Justin Connell,5/4/2025 13:52,22.65,25.59,8.96
103,3,Bottom,Brad Case,Michael Berglund,0,0,Foul,,1,TRUE,FALSE,FALSE,0-1,0,1,7,627986,,R,L,1-Jun,C,5.42,5/4/2025 17:53,87.23,2229,3:30,-4.7,18.12,-5.33,-0.8,0.51,2.49,3.77,2.77,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
104,3,Bottom,Brad Case,Michael Berglund,0,1,Swinging Strike,,1,TRUE,FALSE,FALSE,0-1,0,1,8,627986,,R,L,1-Jun,C,5.64,5/4/2025 17:53,83.67,2063,1:15,6.99,3.93,-3.95,-2.79,-0.02,3.18,3.88,2.91,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
105,3,Bottom,Brad Case,Michael Berglund,0,2,Ball,,1,TRUE,FALSE,FALSE,0-1,0,1,9,627986,,R,L,1-Jun,C,5.91,5/4/2025 17:54,88.86,2447,2:45,3.26,11.49,-2.78,-1.32,0.71,4.29,3.97,2.88,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
107,3,Bottom,Brad Case,Michael Berglund,1,2,Foul,,2,TRUE,FALSE,FALSE,0-1,0,1,11,627986,,R,L,1-Jun,C,5.11,5/4/2025 17:54,77.59,2474,9:15,3.13,-17.2,-5.64,-5.15,-0.34,2.44,3.74,3.08,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
108,3,Bottom,Brad Case,Michael Berglund,1,2,Ball,,2,TRUE,FALSE,FALSE,0-1,0,1,12,627986,,R,L,1-Jun,C,5.15,5/4/2025 17:55,80.22,2555,9:00,1.48,-11.61,-5.23,-2.47,1.72,2.63,3.69,3.08,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
109,3,Bottom,Brad Case,Michael Berglund,2,2,,fly out,2,TRUE,FALSE,FALSE,0-1,0,1,13,627986,,R,L,1-Jun,C,5.44,5/4/2025 17:55,89.07,2289,4:00,-8.21,15.32,-6.19,-1.15,0.68,1.93,3.86,3.03,Sinker,"hsla(0, 0%, 58%, 1)",,GroundBall,109.42,–86.24,Michael Berglund,5/4/2025 13:55,51.13,–48.95,0.75
121,4,Bottom,Brad Case,Jeffrey Wehler,0,0,Ball,,0,FALSE,FALSE,FALSE,0-1,0,1,14,627986,,R,R,Jun-00,IF,5.49,5/4/2025 18:04,87.83,2209,4:15,-10.65,14.82,-7.02,-0.85,0.8,1.4,3.81,2.83,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
122,4,Bottom,Brad Case,Jeffrey Wehler,1,0,Ball,,0,FALSE,FALSE,FALSE,0-1,0,1,15,627986,,R,R,Jun-00,IF,5.33,5/4/2025 18:04,88.58,2187,3:45,-5.7,15.06,-6.81,-1.7,0.04,1.19,3.9,2.88,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
123,4,Bottom,Brad Case,Jeffrey Wehler,2,0,,L9,0,FALSE,FALSE,FALSE,0-1,0,1,16,627986,,R,R,Jun-00,IF,5.44,5/4/2025 18:04,88.08,2125,3:30,-3.69,14.44,-5.05,-1.49,0.2,2.65,3.88,2.79,Sinker,"hsla(0, 0%, 58%, 1)",,FlyBall,104.6,15.16,Jeffrey Wehler,5/4/2025 14:04,17.93,26.54,267.73
124,4,Bottom,Brad Case,William Simoneit,0,0,Called Strike,,1,FALSE,FALSE,FALSE,0-1,0,1,17,627986,,R,R,3-Jun,C,5.42,5/4/2025 18:05,85.4,2316,9:15,1.45,-1.8,-4.62,-3.46,-0.19,3.05,4,2.91,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
125,4,Bottom,Brad Case,William Simoneit,0,1,,fly out,1,FALSE,FALSE,FALSE,0-1,0,1,18,627986,,R,R,3-Jun,C,5.26,5/4/2025 18:05,79.2,2655,9:45,9.62,-16.98,-4.72,-5.21,-0.48,2.6,3.72,3.01,Slider,"hsla(0, 0%, 58%, 1)",,GroundBall,77.8,–6.10,Will Simoneit,5/4/2025 14:05,–43.75,–37.65,22.13
126,4,Bottom,Brad Case,Ryan Higgins,0,0,Called Strike,,2,FALSE,FALSE,FALSE,0-1,0,1,19,627986,,R,R,1-Jun,3B,5.39,5/4/2025 18:06,85.06,2301,12:30,2.26,0.32,-5.26,-3.4,-0.37,2.24,3.88,2.84,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
127,4,Bottom,Brad Case,Ryan Higgins,0,1,,fly out,2,FALSE,FALSE,FALSE,0-1,0,1,20,627986,,R,R,1-Jun,3B,5.52,5/4/2025 18:06,88.74,2347,3:45,-5.32,15.86,-6.56,-0.93,0.77,1.33,3.83,2.96,Sinker,"hsla(0, 0%, 58%, 1)",,GroundBall,120.23,–30.34,Ryan Higgins,5/4/2025 14:06,–37.75,–28.73,4.85
144,5,Bottom,Braydon Nelson,Tomo Otosaka,0,0,Ball,,0,FALSE,FALSE,FALSE,0-1,0,1,1,627986,,R,L,11-May,OF,5.74,5/4/2025 18:18,90.53,2478,1:45,11.5,14.92,-6.41,-1.93,-1.51,1.98,5.87,1.53,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
145,5,Bottom,Braydon Nelson,Tomo Otosaka,1,0,Called Strike,,0,FALSE,FALSE,FALSE,0-1,0,1,2,627986,,R,L,11-May,OF,5.02,5/4/2025 18:19,80.64,2360,8:00,-3.02,-6.49,-8.42,-2.21,0.19,1.77,5.64,1.73,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
146,5,Bottom,Braydon Nelson,Tomo Otosaka,1,1,Called Strike,,0,FALSE,FALSE,FALSE,0-1,0,1,3,627986,,R,L,11-May,OF,5.98,5/4/2025 18:19,83.58,1904,3:45,-4.2,14.62,-7.05,-1.09,-0.35,2.76,5.49,1.88,ChangeUp,"hsla(0, 0%, 58%, 1)",,,,,,,,,
147,5,Bottom,Braydon Nelson,Tomo Otosaka,1,2,Foul,,0,FALSE,FALSE,FALSE,0-1,0,1,4,627986,,R,L,11-May,OF,5.75,5/4/2025 18:19,84.68,2116,3:30,-3.28,16.55,-8.22,-1.51,-0.78,1.31,5.32,2,ChangeUp,"hsla(0, 0%, 58%, 1)",,,,,,,,,
148,5,Bottom,Braydon Nelson,Tomo Otosaka,1,2,Ball,,0,FALSE,FALSE,FALSE,0-1,0,1,5,627986,,R,L,11-May,OF,5.24,5/4/2025 18:19,84.08,2239,9:15,1.67,-5.68,-8.2,-2.78,-0.5,1.29,5.67,1.63,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
149,5,Bottom,Braydon Nelson,Tomo Otosaka,2,2,Called Strike,strike out,0,FALSE,FALSE,FALSE,0-1,0,1,6,627986,,R,L,11-May,OF,5.17,5/4/2025 18:20,82.62,2438,8:00,-1.72,-4.9,-8.2,-1.37,0.86,1.72,5.62,1.74,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
150,5,Bottom,Braydon Nelson,Jalen Miller,0,0,Called Strike,,1,FALSE,FALSE,FALSE,0-1,0,1,7,627986,,R,R,Jun-00,2B,5.16,5/4/2025 18:20,81.87,2413,8:00,-0.94,-3.68,-8.11,-1.74,0.37,1.93,5.75,1.7,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
151,5,Bottom,Braydon Nelson,Jalen Miller,0,1,Foul,,1,FALSE,FALSE,FALSE,0-1,0,1,8,627986,,R,R,Jun-00,2B,5.52,5/4/2025 18:20,92.3,2066,2:15,7.93,18.99,-6.1,1.59,1.55,2.34,5.8,1.65,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
152,5,Bottom,Braydon Nelson,Jalen Miller,0,2,Ball,,1,FALSE,FALSE,FALSE,0-1,0,1,9,627986,,R,R,Jun-00,2B,5.28,5/4/2025 18:21,83.51,2481,7:30,-5.38,-6.92,-9.21,-3.58,-1.28,1.17,5.77,1.5,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
153,5,Bottom,Braydon Nelson,Jalen Miller,1,2,,fly out,1,FALSE,FALSE,FALSE,0-1,0,1,10,627986,,R,R,Jun-00,2B,5.75,5/4/2025 18:21,92.2,2148,2:15,9.14,19.07,-5.19,0.84,0.74,3.11,5.77,1.55,Sinker,"hsla(0, 0%, 58%, 1)",,,,,,,,,
154,5,Bottom,Braydon Nelson,Frankie Tostado,0,0,Ball,,2,FALSE,FALSE,FALSE,0-1,0,1,11,627986,,R,L,2-Jun,1B,5.64,5/4/2025 18:22,83.26,2047,3:30,-2.27,16.34,-9.58,0.54,0.99,0.23,5.46,1.86,ChangeUp,"hsla(0, 0%, 58%, 1)",,,,,,,,,
155,5,Bottom,Braydon Nelson,Frankie Tostado,1,0,,double,2,FALSE,FALSE,FALSE,0-1,0,1,12,627986,,R,L,2-Jun,1B,5.74,5/4/2025 18:22,91.47,2129,2:30,6.38,19.39,-5.8,0.33,0.34,2.73,5.68,1.65,Sinker,"hsla(0, 0%, 58%, 1)",,FlyBall,103.24,22.29,Frankie Tostado,5/4/2025 14:22,–19.66,–30.69,380.04
156,5,Bottom,Braydon Nelson,Alerick Soularie,0,0,Foul,,2,FALSE,TRUE,FALSE,0-1,0,1,13,627986,,R,R,Jun-00,OF,5.06,5/4/2025 18:23,82.83,2346,10:00,2.26,-1.4,-6.52,-1.8,-0.07,3.18,5.79,1.51,Slider,"hsla(0, 0%, 58%, 1)",,,,,,,,,
