PitcherId,BatterId,walk_pct,k_pct,hit_pct,out_pct
656954,701817,0.26648918,0.25595385,0.2898359,0.18772109
656954,802112,0.27516654,0.25850263,0.28479236,0.18153846
656954,682187,0.27043155,0.2499179,0.2926425,0.18700804
656954,622435,0.27100617,0.2545334,0.28925112,0.18520933
656954,690523,0.264241,0.26338595,0.29571486,0.17665815
656954,8892613,0.27620533,0.25622427,0.29004714,0.17752329
656954,700593,0.26613998,0.2685767,0.28728208,0.17800122
656954,677647,0.27360573,0.25330865,0.2907911,0.18229444
656954,680815,0.27454624,0.25512102,0.28790835,0.18242446
656954,687833,0.27281818,0.25385612,0.2878059,0.18551978
656954,807177,0.27313504,0.2605078,0.28597146,0.18038566
656954,665708,0.27533728,0.254146,0.2882223,0.18229446
656954,543482,0.2709752,0.25587058,0.28827345,0.18488069
656954,668785,0.2656329,0.25819823,0.29207706,0.1840918
656954,642021,0.26731762,0.25402474,0.2975088,0.18114881
656954,467055,0.27365384,0.255984,0.29141364,0.17894852
656954,676715,0.26314086,0.25956,0.29726976,0.18002938
656954,688032,0.26942396,0.2534643,0.29306778,0.18404399
656954,670466,0.26582938,0.2563731,0.29137796,0.18641955
656954,1000235182,0.2695609,0.2541752,0.2890789,0.18718499
656954,592864,0.26753783,0.2572011,0.2969173,0.17834373
656954,679701,0.26922414,0.25853053,0.29510307,0.1771422
656954,686941,0.26954845,0.2570686,0.2905956,0.18278733
656954,687072,0.2727631,0.25463662,0.28976375,0.18283655
656954,1000132240,0.27042353,0.25544316,0.29276884,0.1813645
656954,656274,0.26727843,0.25631177,0.29356208,0.18284766
656954,457477,0.27106646,0.25805917,0.2862535,0.1846209
656954,670448,0.27015924,0.25745967,0.28831398,0.1840671
656954,657212,0.2666806,0.2577867,0.29172575,0.1838069
656954,8894175,0.27872154,0.25556058,0.289503,0.17621487
656954,1000025678,0.2653854,0.2588709,0.2909103,0.18483345
656954,699816,0.2762175,0.26066023,0.2834587,0.17966358
656954,666141,0.271599,0.24914028,0.29868826,0.18057244
656954,1000242322,0.26240757,0.26492566,0.28704086,0.18562591
656954,687480,0.26656866,0.26150888,0.29065245,0.18127005
656954,10923412,0.2748176,0.25548038,0.28752562,0.18217649
656954,1000098712,0.26920423,0.25955018,0.2952099,0.17603557
656954,680963,0.27965972,0.25296956,0.28641096,0.18095976
656954,681159,0.2697924,0.25205338,0.2948756,0.18327865
656954,1000352785,0.26191786,0.2582279,0.2982739,0.1815804
656954,680874,0.2699544,0.2553011,0.28926882,0.18547565
656954,669013,0.26995307,0.25171873,0.29635373,0.1819744
656954,657728,0.26586097,0.25694576,0.28849795,0.18869531
656954,687125,0.27519408,0.25754595,0.28477946,0.18248057
656954,1000110760,0.2733022,0.25774774,0.28620067,0.18274935
656954,681029,0.26384294,0.2560019,0.2947116,0.18544367
656954,811735,0.27365938,0.2552723,0.28831834,0.18274991
656954,813847,0.27226472,0.25441837,0.2927524,0.18056446
656954,679545,0.27729648,0.25336167,0.28615412,0.18318777
656954,1000120905,0.26859722,0.259626,0.28921434,0.18256237
656954,802233,0.2688389,0.25556535,0.29345056,0.18214522
656954,1000052357,0.26895216,0.25862893,0.29711428,0.17530458
656954,676417,0.26860648,0.26439086,0.28365552,0.1833471
656954,696287,0.2641552,0.2565608,0.2991743,0.18010971
656954,683612,0.2638398,0.25551885,0.29898596,0.1816554
656954,813663,0.27402237,0.25484803,0.2875866,0.18354306
656954,468535,0.2605784,0.26244393,0.29096353,0.18601419
656954,664762,0.27564707,0.2555742,0.2927417,0.17603703
656954,701295,0.2680612,0.25722256,0.29128006,0.18343611
656954,656252,0.26783204,0.2577379,0.29410774,0.18032233
656954,689878,0.2679744,0.25666714,0.290539,0.18481947
656954,663526,0.27021477,0.25307453,0.2932269,0.18348388
656954,671113,0.26925805,0.25836766,0.28934425,0.18303
656954,641513,0.2660267,0.2601987,0.2973584,0.17641617
656954,656403,0.26523104,0.25759837,0.29774076,0.17942978
656954,1000059283,0.2733138,0.25742346,0.28794363,0.18131913
656954,694255,0.27082193,0.2599517,0.28872922,0.18049708
656954,1000309874,0.2716908,0.2557425,0.292376,0.18019067
656954,804884,0.27391595,0.25745523,0.28589615,0.1827326
656954,663445,0.27464044,0.25183067,0.28860965,0.18491925
656954,676423,0.26438677,0.25965393,0.29803005,0.17792928
656954,660563,0.2688192,0.26067656,0.28923047,0.18127373
656954,675853,0.27612028,0.25461265,0.28770044,0.18156663
656954,669714,0.2674032,0.25568444,0.29375103,0.18316135
656954,703920,0.26725647,0.2610016,0.2931968,0.1785452
656954,1000110781,0.26430827,0.25329867,0.29678544,0.18560764
656954,815239,0.26120666,0.26192603,0.29903,0.17783731
656954,676628,0.2690654,0.26101512,0.2886972,0.18122223
656954,1000425831,0.27197218,0.2583595,0.29020616,0.17946213
656954,663799,0.27607563,0.253831,0.28749827,0.1825951
656954,1000026055,0.26810983,0.2624141,0.28369933,0.18577671
656954,642211,0.26693994,0.2576252,0.28386128,0.19157365
656954,572768,0.26516,0.25805113,0.28946996,0.18731898
656954,805328,0.27046707,0.25981522,0.28869635,0.1810214
656954,665883,0.27475008,0.2557792,0.28615728,0.18331346
656954,686766,0.2724789,0.26013103,0.28439242,0.1829976
656954,693884,0.27392942,0.25341186,0.29241532,0.18024345
656954,1000013269,0.2641671,0.24913946,0.29960415,0.18708928
656954,642137,0.26771957,0.25857076,0.2918341,0.18187557
656954,1000146001,0.27254498,0.25894204,0.2821203,0.18639271
656954,641802,0.26658368,0.26265225,0.29054564,0.1802184
656954,656495,0.27199134,0.25645176,0.29325965,0.17829724
656954,691497,0.26971194,0.26126546,0.28979462,0.17922798
656954,686781,0.2772269,0.25064152,0.28773478,0.18439676
656954,804521,0.26940465,0.254325,0.29163128,0.18463905
656954,1000130974,0.26639876,0.2573936,0.29554346,0.1806642
656954,678538,0.27155298,0.2579446,0.2904959,0.18000652
656954,700033,0.2663058,0.2517922,0.29497585,0.18692614
656954,664753,0.27041408,0.25906816,0.29201165,0.17850612
656954,641576,0.27353418,0.25737986,0.28333023,0.18575576
656954,643590,0.2704435,0.2604669,0.28697872,0.18211086
656954,660639,0.26877072,0.2641549,0.2816831,0.18539125
656954,656669,0.263816,0.2650904,0.28903943,0.18205413
694642,668842,0.2681913,0.2549663,0.2966103,0.1802321
694642,676667,0.2636343,0.25308156,0.29699454,0.18628968
694642,643271,0.27235985,0.2431507,0.29754066,0.18694879
694642,680763,0.2674594,0.25160506,0.30195716,0.17897843
694642,621006,0.26908273,0.24909845,0.29174316,0.1900756
694642,664850,0.26488182,0.2517236,0.30026698,0.18312763
694642,663692,0.26916763,0.2555809,0.29663026,0.17862116
694642,678465,0.2694989,0.24945419,0.29601446,0.18503249
694642,595373,0.26181495,0.2598165,0.3008762,0.17749232
694642,684551,0.26532277,0.25003126,0.30678535,0.17786066
694642,680711,0.26827827,0.25138822,0.29661974,0.18371373
694642,663690,0.27069277,0.24760759,0.29386953,0.18783009
694642,669442,0.26466966,0.25771078,0.29880422,0.17881534
694642,676762,0.26267937,0.24656463,0.29945618,0.19129981
694642,694976,0.26370737,0.25487205,0.30468038,0.1767402
694642,675982,0.27532133,0.24669594,0.2945159,0.1834668
694642,694292,0.26861003,0.2547989,0.295162,0.18142913
694642,687045,0.26966295,0.25035566,0.3028907,0.17709067
694642,666179,0.26770324,0.25404122,0.29314163,0.18511389
694642,696515,0.26945883,0.2473211,0.30424592,0.17897412
694642,621429,0.26952618,0.24607392,0.29831603,0.18608388
694642,571633,0.2620817,0.2530028,0.30218723,0.1827282
694642,669792,0.2675714,0.25426814,0.29750136,0.18065907
694642,684576,0.26304013,0.25010183,0.30538088,0.18147716
694642,689179,0.2680879,0.2524779,0.30055165,0.17888246
694642,670128,0.26060614,0.25302628,0.30550817,0.18085943
694642,656656,0.26922584,0.25029886,0.29983428,0.18064107
694642,681879,0.26771665,0.25362054,0.29992092,0.17874192
694642,676733,0.27313927,0.25082192,0.29398134,0.18205743
694642,664029,0.2672753,0.25223643,0.3005359,0.17995244
694642,592604,0.26324895,0.24963452,0.30426344,0.18285301
694642,676896,0.26295328,0.24867934,0.30501065,0.18335669
694642,628366,0.2622698,0.24965104,0.30853638,0.17954275
694642,1000216204,0.2679504,0.24894607,0.29808748,0.18501605
694642,701817,0.26701084,0.24699461,0.29932293,0.18667166
694642,802112,0.2702318,0.25170007,0.29781172,0.18025637
694642,682187,0.27114564,0.2465762,0.29546344,0.18681474
694642,622435,0.27234608,0.24660651,0.29777846,0.18326895
694642,690523,0.26789021,0.25273827,0.30076057,0.178611
694642,8892613,0.27363294,0.25011548,0.2943613,0.18189028
694642,700593,0.26176098,0.26077628,0.2992021,0.17826055
694642,677647,0.27269328,0.25072563,0.29649055,0.18009062
694642,680815,0.2714739,0.2523958,0.29589427,0.18023598
694642,687833,0.2654918,0.2456339,0.29937297,0.1895013
694642,807177,0.27082226,0.25360537,0.29960814,0.1759642
694642,665708,0.27243888,0.24843225,0.29615292,0.18297595
694642,543482,0.2642992,0.25074646,0.30161393,0.18334036
694642,668785,0.25929284,0.25272596,0.30483952,0.18314171
694642,642021,0.26545894,0.25011545,0.3028479,0.1815777
694642,467055,0.2725744,0.24775726,0.2994863,0.18018202
694642,676715,0.26397556,0.25189227,0.30113482,0.1829973
694642,688032,0.26404068,0.2456775,0.30126137,0.18902043
694642,670466,0.26771408,0.24618736,0.29745582,0.18864273
694642,1000235182,0.26754114,0.24746908,0.30080953,0.18418026
694642,592864,0.2656545,0.2509493,0.3044862,0.17891002
694642,679701,0.2654197,0.25239837,0.30024353,0.18193845
694642,686941,0.2667823,0.2475342,0.30217326,0.18351023
694642,687072,0.2681649,0.2508969,0.2978455,0.18309271
694642,1000132240,0.26490566,0.25223503,0.30300173,0.17985752
694642,656274,0.26090825,0.252855,0.30806145,0.17817535
694642,457477,0.27039787,0.25056228,0.29482207,0.18421775
694642,670448,0.26843578,0.2537192,0.29715315,0.1806919
694642,657212,0.26401314,0.2526751,0.29991248,0.18339927
694642,8894175,0.27326363,0.2531614,0.29622206,0.17735294
694642,1000025678,0.2614714,0.25317365,0.29981357,0.1855414
694642,699816,0.2753204,0.2513239,0.29162142,0.18173422
694642,666141,0.26449236,0.2475341,0.30633345,0.18164007
694642,1000242322,0.2609347,0.26097384,0.2990609,0.17903058
694642,687480,0.26486504,0.2565058,0.30004278,0.17858638
694642,10923412,0.2715383,0.25158948,0.2979102,0.17896202
694642,1000098712,0.2655184,0.24801713,0.3034008,0.18306373
694642,680963,0.27420557,0.24965099,0.29455045,0.18159296
694642,681159,0.26139948,0.24647544,0.30586788,0.18625724
694642,1000352785,0.26463625,0.24980982,0.30085936,0.1846945
694642,680874,0.26563022,0.24767068,0.30096218,0.18573691
694642,669013,0.26875356,0.24357335,0.30378446,0.18388863
694642,657728,0.26688018,0.2507073,0.29820806,0.18420447
694642,687125,0.27589536,0.25055674,0.2899465,0.18360144
694642,1000110760,0.26713967,0.25226808,0.2979167,0.1826755
694642,681029,0.25643873,0.24937938,0.3055224,0.18865941
694642,811735,0.2666576,0.2529086,0.2982632,0.18217061
694642,813847,0.26945204,0.24632429,0.3007552,0.1834685
694642,679545,0.27743098,0.24747376,0.28997153,0.18512371
694642,1000120905,0.265892,0.25333706,0.29665175,0.18411921
694642,802233,0.26302353,0.24850805,0.30427426,0.1841942
694642,1000052357,0.26431602,0.25113928,0.30774316,0.1768016
694642,676417,0.2677071,0.2586186,0.29309386,0.18058039
694642,696287,0.26060775,0.24695142,0.30628917,0.18615164
694642,683612,0.26174513,0.24696283,0.31029728,0.1809947
694642,813663,0.26385662,0.24915768,0.30220956,0.18477614
694642,468535,0.26270762,0.25506717,0.3011882,0.18103695
694642,664762,0.27370352,0.25443396,0.29700503,0.1748575
694642,701295,0.2667938,0.2539392,0.2976569,0.1816101
694642,656252,0.26964375,0.25473547,0.2994702,0.17615055
694642,689878,0.26671368,0.25123626,0.2955063,0.18654375
694642,663526,0.27123126,0.24899429,0.29545137,0.18432303
694642,671113,0.26467296,0.24936494,0.30285105,0.18311104
694642,641513,0.2631171,0.25379124,0.3046531,0.17843854
694642,656403,0.26813534,0.24627033,0.29992354,0.18567076
694642,1000059283,0.2711969,0.2520448,0.29537752,0.18138075
694642,694255,0.26736152,0.2519145,0.30024216,0.1804818
694642,1000309874,0.26923308,0.24617939,0.3005939,0.1839936
694642,804884,0.27212214,0.24958709,0.29657423,0.18171655
694642,663445,0.2708095,0.25088063,0.2983087,0.1800012
694642,676423,0.26162815,0.25334433,0.30505016,0.17997737
694642,660563,0.2704283,0.25148377,0.29877448,0.17931345
694642,675853,0.2759352,0.2467857,0.29398096,0.18329816
694642,669714,0.26584,0.25232363,0.3007537,0.18108267
694642,703920,0.2644303,0.25518066,0.30152884,0.17886026
694642,1000110781,0.25995117,0.24722956,0.307368,0.18545127
694642,815239,0.26227772,0.25715664,0.3023326,0.17823294
694642,676628,0.26452056,0.25710496,0.2972405,0.18113403
694642,1000425831,0.2728791,0.25176534,0.29646716,0.1788884
694642,663799,0.27257648,0.245816,0.29776016,0.18384735
694642,1000026055,0.26201212,0.2565863,0.29794377,0.18345779
694642,642211,0.26328152,0.25405023,0.2943169,0.18835136
694642,572768,0.2630438,0.24649763,0.3046071,0.18585151
694642,805328,0.26508322,0.25105524,0.30454364,0.17931797
694642,665883,0.27154803,0.25112888,0.29558948,0.18173356
694642,686766,0.27563655,0.24937429,0.290208,0.18478122
694642,693884,0.2696341,0.24628977,0.30339703,0.18067913
694642,1000013269,0.25915098,0.24973023,0.30758452,0.18353431
694642,642137,0.2674536,0.25263804,0.29660618,0.18330212
694642,1000146001,0.27253523,0.2524638,0.29061243,0.18438858
694642,641802,0.2625822,0.25586632,0.30337766,0.1781738
694642,656495,0.27137563,0.25015756,0.3005233,0.17794354
694642,691497,0.26911134,0.25502872,0.29692823,0.17893174
694642,686781,0.27466226,0.24489106,0.29960325,0.18084338
694642,804521,0.2648904,0.24690644,0.3029084,0.18529473
694642,1000130974,0.26591688,0.25086215,0.30510634,0.17811461
694642,678538,0.27027783,0.24993636,0.29864395,0.1811419
694642,700033,0.2640376,0.24588022,0.30277544,0.18730667
694642,664753,0.26509666,0.25545993,0.30366865,0.17577483
694642,641576,0.27115527,0.25157967,0.29742092,0.17984422
694642,643590,0.26836762,0.24673931,0.29730627,0.18758687
694642,660639,0.26999983,0.25585648,0.29303148,0.18111213
694642,656669,0.26393107,0.25965506,0.30181333,0.1746005
621249,668842,0.27513877,0.25413468,0.29017177,0.1805547
621249,676667,0.27558282,0.2531778,0.28602695,0.18521242
621249,643271,0.27738526,0.24407627,0.28867325,0.18986526
621249,680763,0.27063102,0.24842034,0.29890516,0.18204346
621249,621006,0.26785243,0.25011852,0.29088226,0.19114676
621249,664850,0.27168232,0.25686827,0.2856491,0.18580034
621249,663692,0.27333406,0.25974685,0.28396502,0.18295412
621249,678465,0.28008735,0.24891818,0.28530473,0.18568979
621249,595373,0.26434153,0.25638315,0.29782513,0.18145014
621249,684551,0.2650989,0.24876516,0.30286604,0.18326989
621249,680711,0.26968047,0.25115708,0.28908762,0.19007482
621249,663690,0.27308607,0.25050902,0.28427115,0.19213375
621249,669442,0.27291363,0.25728527,0.28631464,0.18348646
621249,676762,0.2698887,0.24800314,0.29135847,0.19074966
621249,694976,0.26636803,0.25378734,0.29913488,0.18070981
621249,675982,0.27668405,0.24875577,0.28892127,0.18563884
621249,694292,0.2704038,0.25377235,0.2928244,0.18299939
621249,687045,0.26955095,0.24844772,0.2957497,0.18625157
621249,666179,0.27293232,0.25094023,0.28832036,0.18780714
621249,696515,0.27241898,0.24411935,0.2960324,0.18742923
621249,621429,0.26875526,0.24591383,0.2959428,0.18938808
621249,571633,0.26807043,0.25373325,0.2894127,0.18878365
621249,669792,0.27375355,0.25076675,0.2932566,0.18222299
621249,684576,0.26665363,0.2525692,0.29475635,0.18602075
621249,689179,0.26842368,0.25129858,0.29325277,0.18702498
621249,670128,0.26895735,0.24980478,0.2949696,0.18626827
621249,656656,0.27239317,0.24760404,0.29307315,0.1869297
621249,681879,0.2667327,0.25616664,0.29486468,0.18223603
621249,676733,0.2703211,0.25254977,0.2896282,0.1875009
621249,664029,0.27075014,0.2485589,0.295992,0.18469894
621249,592604,0.26750952,0.25217593,0.2923503,0.18796425
621249,676896,0.2682291,0.24945031,0.29665193,0.18566865
621249,628366,0.2703661,0.2475721,0.2936252,0.18843661
621249,1000216204,0.27792543,0.24700277,0.28616902,0.18890274
621249,701817,0.2702267,0.24982524,0.2891144,0.19083363
621249,802112,0.2763256,0.2546894,0.28422314,0.18476184
621249,682187,0.27178338,0.24425662,0.29081854,0.19314145
621249,622435,0.26865804,0.24885201,0.2902183,0.19227165
621249,690523,0.2713921,0.24926755,0.2979748,0.1813655
621249,8892613,0.27812195,0.24852589,0.28969935,0.18365279
621249,700593,0.26951244,0.25876462,0.28927594,0.18244703
621249,677647,0.27193654,0.24570167,0.29743218,0.18492958
621249,680815,0.27541012,0.25409687,0.28669336,0.18379958
621249,687833,0.27316,0.25106847,0.28802487,0.18774666
621249,807177,0.27087986,0.25397176,0.28989148,0.18525685
621249,665708,0.26867348,0.24600784,0.29827738,0.1870413
621249,543482,0.26939902,0.25331724,0.28851837,0.18876535
621249,668785,0.26590627,0.2506354,0.29602283,0.18743551
621249,642021,0.2693839,0.2474498,0.29644874,0.18671761
621249,467055,0.27679002,0.24855345,0.2931534,0.18150315
621249,676715,0.2682244,0.24938485,0.2922638,0.190127
621249,688032,0.26705518,0.2502545,0.29345194,0.18923832
621249,670466,0.26756948,0.24590307,0.2955415,0.19098598
621249,1000235182,0.27585554,0.24725553,0.2894665,0.18742242
621249,592864,0.26868254,0.25055084,0.29647902,0.18428761
621249,679701,0.27011168,0.25277486,0.29682115,0.1802923
621249,686941,0.2687312,0.24891716,0.29468313,0.18766853
621249,687072,0.27029642,0.2510548,0.29406574,0.18458298
621249,1000132240,0.26836652,0.25114197,0.29739797,0.18309353
621249,656274,0.27128643,0.2530711,0.29310706,0.18253537
621249,457477,0.27544397,0.2530723,0.2846431,0.1868406
621249,670448,0.27476037,0.250862,0.2887304,0.18564723
621249,657212,0.27151647,0.24664032,0.29316,0.18868318
621249,8894175,0.2744925,0.251448,0.2942358,0.17982376
621249,1000025678,0.26746875,0.25273946,0.29571298,0.1840789
621249,699816,0.2788232,0.251438,0.2842625,0.18547632
621249,666141,0.27199662,0.24217822,0.30215764,0.18366757
621249,1000242322,0.26414135,0.25998792,0.28763586,0.18823484
621249,687480,0.2733805,0.25214827,0.287857,0.1866142
621249,10923412,0.27786767,0.2505955,0.28777012,0.18376675
621249,1000098712,0.27131578,0.24909486,0.2937915,0.18579783
621249,680963,0.2844268,0.24785177,0.28531796,0.18240346
621249,681159,0.2744008,0.2470546,0.2914382,0.18710645
621249,1000352785,0.26172256,0.24929851,0.30466223,0.18431671
621249,680874,0.27377263,0.24562816,0.2893475,0.19125167
621249,669013,0.26874965,0.24482122,0.29986116,0.18656798
621249,657728,0.26737636,0.25108787,0.29117078,0.19036493
621249,687125,0.2731762,0.25357786,0.28775612,0.1854898
621249,1000110760,0.27417535,0.2536472,0.28614214,0.18603529
621249,681029,0.26557496,0.24834408,0.2974908,0.18859014
621249,811735,0.27120838,0.24679632,0.29438323,0.18761207
621249,813847,0.26772124,0.24823062,0.29987356,0.18417452
621249,679545,0.2736709,0.2482273,0.289429,0.18867277
621249,1000120905,0.26980582,0.2490805,0.29079345,0.19032024
621249,802233,0.26756638,0.25288573,0.29375264,0.18579523
621249,1000052357,0.26768348,0.25078696,0.30118573,0.18034376
621249,676417,0.26662776,0.2543939,0.29131547,0.18766284
621249,696287,0.26544583,0.24666439,0.30328894,0.18460084
621249,683612,0.26233342,0.25066105,0.30205855,0.18494706
621249,813663,0.27204955,0.24740036,0.29026207,0.19028805
621249,468535,0.263348,0.2550113,0.2955746,0.18606612
621249,664762,0.27428356,0.24462993,0.29937702,0.18170941
621249,701295,0.26767305,0.25331348,0.2912552,0.18775825
621249,656252,0.2701018,0.25067258,0.2982577,0.18096793
621249,689878,0.27259663,0.255756,0.28718865,0.18445876
621249,663526,0.27195483,0.24949378,0.28851938,0.19003204
621249,671113,0.2734902,0.2482927,0.29112783,0.18708926
621249,641513,0.26899597,0.24740821,0.30063143,0.18296435
621249,656403,0.26758555,0.24698406,0.29805765,0.1873728
621249,1000059283,0.2748909,0.24997208,0.28929478,0.18584226
621249,694255,0.27306235,0.24790666,0.29535434,0.18367665
621249,1000309874,0.27468762,0.24441032,0.2919639,0.18893808
621249,804884,0.27365762,0.25109792,0.29010922,0.18513532
621249,663445,0.28078613,0.24619447,0.28699535,0.186024
621249,676423,0.266749,0.25033823,0.29764095,0.18527183
621249,660563,0.26911506,0.24875134,0.29305348,0.18908004
621249,675853,0.27711934,0.24816158,0.28940472,0.18531437
621249,669714,0.26765275,0.24829055,0.29957607,0.1844806
621249,703920,0.27346236,0.253196,0.29074013,0.18260153
621249,1000110781,0.26834133,0.24544689,0.30010357,0.1861082
621249,815239,0.26388296,0.2549569,0.29881918,0.18234093
621249,676628,0.26995742,0.25426748,0.28579828,0.18997689
621249,1000425831,0.2726605,0.2508417,0.29247284,0.18402494
621249,663799,0.27725512,0.24508293,0.29262614,0.18503584
621249,1000026055,0.27263248,0.25702056,0.284367,0.18597995
621249,642211,0.26805276,0.25531688,0.2839015,0.19272892
621249,572768,0.2662813,0.24636291,0.2953891,0.1919667
621249,805328,0.27298006,0.24747501,0.29404187,0.18550299
621249,665883,0.27488333,0.24532816,0.2923401,0.18744837
621249,686766,0.2726285,0.25251222,0.28885883,0.18600045
621249,693884,0.27121675,0.24609458,0.2980668,0.1846219
621249,1000013269,0.26596326,0.24723065,0.2995296,0.18727647
621249,642137,0.2723837,0.25154635,0.28965548,0.1864145
621249,1000146001,0.27685434,0.2516882,0.2827657,0.18869178
621249,641802,0.265485,0.25586465,0.2929179,0.1857324
621249,656495,0.27621475,0.24462578,0.29203886,0.18712062
621249,691497,0.27254304,0.2522539,0.29057118,0.18463182
621249,686781,0.27774945,0.24545941,0.28909037,0.18770073
621249,804521,0.26846585,0.24788003,0.29398188,0.18967225
621249,1000130974,0.26868096,0.24727812,0.30133942,0.1827015
621249,678538,0.2763386,0.24475566,0.2938281,0.1850777
621249,700033,0.2718119,0.2478419,0.2924776,0.18786864
621249,664753,0.2669915,0.2516243,0.29768834,0.18369599
621249,641576,0.27658185,0.25357616,0.285144,0.18469799
621249,643590,0.27633584,0.24771883,0.28874782,0.18719752
621249,660639,0.27081183,0.25735322,0.28291467,0.18892032
621249,656669,0.26665974,0.25357357,0.29410395,0.18566272
657101,668842,0.26323453,0.257872,0.29951677,0.17937672
657101,676667,0.25866747,0.25938424,0.3015398,0.18040846
657101,643271,0.26715207,0.24712774,0.3084672,0.17725292
657101,680763,0.2577293,0.2528448,0.30918854,0.18023734
657101,621006,0.26083553,0.25895298,0.3011235,0.17908801
657101,664850,0.2613176,0.26081574,0.3008935,0.17697322
657101,663692,0.27012974,0.25927323,0.29361677,0.17698021
657101,678465,0.26590934,0.2623615,0.29950175,0.17222741
657101,595373,0.25976735,0.2597482,0.30821356,0.17227088
657101,684551,0.25929847,0.2588313,0.30963573,0.17223454
657101,680711,0.26399902,0.25607362,0.30062827,0.17929909
657101,663690,0.26180828,0.25347808,0.30228317,0.18243048
657101,669442,0.26104537,0.2643327,0.3023311,0.17229082
657101,676762,0.26101148,0.25253463,0.29814732,0.18830656
657101,694976,0.2565482,0.24898598,0.31798437,0.17648152
657101,675982,0.26546288,0.2522568,0.30213806,0.18014231
657101,694292,0.2625715,0.2638354,0.30041066,0.17318243
657101,687045,0.25733083,0.25489283,0.31695935,0.17081697
657101,666179,0.26505002,0.24974802,0.30104566,0.18415627
657101,696515,0.26224712,0.25001216,0.31204748,0.1756932
657101,621429,0.2639314,0.25175336,0.30605575,0.17825946
657101,571633,0.25653958,0.26126462,0.30487186,0.17732394
657101,669792,0.26115268,0.25177175,0.30981645,0.17725915
657101,684576,0.25915033,0.2482798,0.31584966,0.17672023
657101,689179,0.2596633,0.25013232,0.3093295,0.18087484
657101,670128,0.2589712,0.24961972,0.31244212,0.17896691
657101,656656,0.26114485,0.250574,0.3158512,0.17242987
657101,681879,0.2589779,0.2563719,0.3065862,0.17806408
657101,676733,0.263992,0.253067,0.30385804,0.17908293
657101,664029,0.25921375,0.25775698,0.30409193,0.17893738
657101,592604,0.25992474,0.25567913,0.30768517,0.17671102
657101,676896,0.2587522,0.2531046,0.31137145,0.1767717
657101,628366,0.25404406,0.25222132,0.31658614,0.17714845
657101,1000216204,0.26250437,0.25253117,0.305829,0.17913552
657101,701817,0.2614223,0.25538832,0.30269417,0.1804952
657101,802112,0.26617733,0.25280303,0.3060451,0.17497458
657101,682187,0.26184148,0.24914773,0.3046257,0.18438505
657101,622435,0.26450548,0.2568104,0.29948348,0.17920065
657101,690523,0.25654712,0.2562825,0.31518465,0.17198576
657101,8892613,0.26633993,0.25019225,0.30585596,0.17761189
657101,700593,0.25986755,0.264107,0.30278245,0.173243
657101,677647,0.2666876,0.2518693,0.30475092,0.17669222
657101,680815,0.2655736,0.2547145,0.30177212,0.17793977
657101,687833,0.26500323,0.25532204,0.29943487,0.18023984
657101,807177,0.26574966,0.26064184,0.30052102,0.17308746
657101,665708,0.26282996,0.25168777,0.30863154,0.17685074
657101,543482,0.26158178,0.25197566,0.3061044,0.18033817
657101,668785,0.25859666,0.2579321,0.30611455,0.17735668
657101,642021,0.2599279,0.25139353,0.3093798,0.17929883
657101,467055,0.26465377,0.25334072,0.30766886,0.17433667
657101,676715,0.25669092,0.2580648,0.30962798,0.17561631
