Status,Season,season_id,Team,team_id,Player,player_id,AVG,R,H,2B,3B,HR,RBI,BB,SO,SB,2B_from_40,3B_from_10,stats_url,AB,CS,DP,E,G,HBP,P,SF,SH
close,ALPB- 2014,28163,York Revolution,3614,"Patterson, E",434764,.301,94,150,35,17,15,86,66,103,26,-5.0,7.0,https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=28163,498,2,6,7,132,4,IF,6,2
